"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPS6KB1",811.917703809972,0.232844511836321,0.333048418283554,0.699131114437779,0.484470095298121,0.908013994572052
"RPS6KB2",187.688665632441,-0.0054456518942021,0.355857939745342,-0.0153028815321617,0.987790543622938,0.998090808218456
"RPS6KC1",682.367388307643,0.387761969300883,0.203872503149079,1.90198267697404,0.0571734193359613,0.662292840618251
"RPS6KL1",50.060747578427,0.0649954405972579,0.495313207862009,0.131220891277677,0.895600570001499,0.987718570467928
"RPS7",7130.31585622909,0.22479820207072,0.231276118534024,0.971990551794257,0.331055248951901,0.863186377496892
"RPS7P1",152.653059319483,0.534675596879766,0.259142139046655,2.0632522323338,0.0390886698844489,0.619805921420385
"RPS7P11",68.5841585114828,-0.0763919269074205,0.600962946221938,-0.127115868603334,0.898848692017929,0.988448785728085
"RPS8",2752.08445856296,0.100007690868119,0.145197217544495,0.688771400440036,0.490967135926118,0.908786963291539
"RPS9",2323.01391879384,-0.257444462547802,0.238447949142972,-1.07966733818893,0.280290343421141,0.842769659001887
"RPSA",14300.4092680685,-0.193228304787839,0.256452358178934,-0.753466671782437,0.451169531559419,0.900492902883094
"RPSAP58",1119.41288158608,-0.367798963082528,0.285953496978858,-1.28621949711537,0.198366468456383,0.80001889803649
"RPSAP6",49.301237522531,0.0186936336599634,0.702138734389961,0.026623846177928,0.978759753499517,0.997356017232426
"RPSAP9",32.292426980228,-0.0350725673146311,1.01985253408855,-0.0343898418078412,0.972566283745012,0.995942439817635
"RPTOR",607.142257466678,0.0779201812080362,0.162966945927701,0.478134880447504,0.632554207435867,0.9392611567216
"RPUSD1",31.9400350724722,-0.667365249022562,0.404320999558681,-1.65058270470986,0.0988238128430938,0.719719282495706
"RPUSD2",33.0174309290932,-0.675047924572279,0.466016801641894,-1.44854846905501,0.147463720909269,0.76356237923262
"RPUSD3",90.5559449096861,-0.163409072617927,0.301425066454499,-0.542121710513395,0.58773466346651,0.927356597638328
"RPUSD4",81.3133667161039,-0.131900712135775,0.359049691220182,-0.367360605958268,0.713350052323986,0.956063837596122
"RQCD1",473.220586112608,0.19633116528143,0.285320673887259,0.688107043231673,0.491385375464127,0.909114050731927
"RRAGA",331.767885924017,-0.28072796953848,0.133893186233861,-2.09665612892469,0.0360240267280264,0.61915208256829
"RRAGB",126.092881089649,0.222754790432788,0.215528491894976,1.03352827495928,0.301356745513368,0.848391950770032
"RRAGC",320.21079319709,-0.0623595533858434,0.436263087695292,-0.142940246710486,0.886337372639775,0.987416711442264
"RRAGD",345.100260081457,0.281438998149575,0.519729384282824,0.541510652775451,0.588155657095774,0.927356597638328
"RRAS",85.8575069471846,0.139348332915827,0.436965551452577,0.318900042469251,0.74980231211493,0.96109172797043
"RRAS2",511.206945294682,0.600055106171613,0.341619955645562,1.75649898741332,0.0790032441708708,0.691705318883453
"RRBP1",4551.6003295292,0.284641103383526,0.286471263080105,0.99361136723837,0.320412107936929,0.852997670264427
"RREB1",908.766016375984,-0.0754503152864684,0.182621482288379,-0.413151368289325,0.679495715970977,0.948308672549081
"RRM1",551.844566576118,0.0312198829858174,0.218612185899082,0.142809436067893,0.886440684567634,0.987416711442264
