,BOB12371,BOB12540,BOB16124,BOB17103,BOB17481,BOB18762,BOB20101,BOB20533,BOB20722,BOB21170,BOB21321,BOB21695,BOB23664,BOB23984,BOB25183,BOB26804,BOB27302,BOB28258
AC005336.4,0.494428,0,1.166499,3.746964,3.718098,0.238505,0.849325,0.280006,0.835967,0,0.988004,0.086057,0.609721,1.678936,0.561078,0.602046,2.381468,0.267997
AC005351.1,1.447209,0,1.497317,0,1.988344,0.629598,0,0.329587,0,0,0,0.152277,1.690272,0,0.330219,0.399863,2.905694,0.078722
AC005477.1,0.371548,0,0,0.082772,0.676265,0.089554,0.106274,0,0.104712,0.056646,0.148342,0,0,0,0,0.902339,0.137503,0.134105
AC005519.4,1.144555,1.008012,0.223104,0.295962,0.663449,0.377035,0.817212,1.043814,0.611352,0.229504,0.743531,0.502822,0.091238,1.603502,0.334673,0.673044,0.245919,0.69479
AC005523.2,3.150829,0,0.076739,0.206936,0,0.037305,0,0.582229,0,0,0,0.133943,0,0,0.234279,0.07022,0.400621,0.013954
AC005534.8,2.185194,0,0.324336,0.209138,1.502472,1.358588,0,0.355816,1.055204,0,0,0.65784,0,0,1.425994,0.287953,0,0.509749
AC005540.3,0.948928,0,0,0,0.162636,0.343723,0,0,0.601542,0,0.43182,1.990647,0.125706,0,0.135024,0.217715,0.66057,0.064426
AC005562.1,2.255205,13.634447,7.376799,5.046154,4.447856,4.974215,7.444185,3.389639,4.270078,36.966682,21.242773,7.312872,4.118626,13.829051,3.402318,5.788457,4.294099,9.693541
AC005682.5,3.245434,0.320696,0.52755,1.660962,0.260976,0.598074,1.259917,0.215388,2.573218,0.416612,0.840158,0.099722,0,2.074948,1.631339,2.330572,0.317345,0.604428
AC005740.6,0,0,0.115339,0.754876,0,0.163406,0.194042,0.256196,0.190692,0.103883,0.406343,0,0.119495,0.459666,0,0.517203,0.251195,0.244992
AC005753.1,0.40086,0,0.211517,0.537755,0.553192,0.582416,0.692356,0.229342,0.338687,0,0.241718,0,0,0.272281,0,0.372035,0,0.765642
AC005754.8,0.091851,0.065829,0.229098,0.122724,0.12523,0,0,0,0.077665,0.041922,0,0,0.048417,0.374269,0.051954,0.166942,0.407544,0.049684
AC005776.1,0,1.151033,0.876916,2.159575,0,1.173008,1.399181,1.889732,1.340795,0,3.905299,0,0,0,0.947058,0,0,1.335946
AC005785.5,0,0.279858,0.410001,1.044237,1.073884,0,1.344298,1.112978,0.986695,0.181204,0.703973,0.412099,0,1.057637,0.892086,0.180492,0.435449,1.061778
AC005795.1,6.807008,0.666798,1.124566,0.875481,1.063587,1.122092,0,1.10695,1.568727,0.859595,0.186143,0,1.31504,3.782665,0,0,5.35249,0.1684
AC005822.1,1.026119,0.441796,1.445999,1.383614,2.109414,3.719178,1.411439,3.389479,2.949071,5.379108,3.571364,1.828143,2.083102,0,1.051017,2.452281,3.091953,1.280704
AC005884.1,0,2.291876,32.84421,22.736433,20.83045,2.931919,11.012461,26.054583,7.934986,0.855792,10.620751,10.327466,24.862347,4.926425,6.797706,7.77364,19.440191,1.377039
AC006014.7,0,0.377039,0,3.201014,2.494407,0,0,5.193161,5.097298,0,0,1.175556,0.319827,0,3.116446,2.868372,1.867855,5.619225
AC006026.10,5.818351,0,2.222928,0.525708,1.612081,0.341311,2.295686,0,0,0,0,0.082074,0.830866,0,0.445982,0.215306,0.26213,0
AC006042.8,2.174004,1.071703,2.869798,2.997177,3.43304,1.080962,1.982628,0.768542,1.49339,3.731734,2.279117,0.566603,1.004309,3.691102,1.001002,2.291136,1.358155,2.134071
AC006116.13,0,0.155686,0.221452,0.145155,0.891612,0.628406,0.186545,0,0.183365,0,2.604255,0.227259,0.344595,0.441991,0.616812,0.298215,0.724435,3.356087
AC006116.22,0,0.18904,0.788948,0.176211,0.239723,0.317705,0.22616,0.099263,0.594779,1.243744,0.4735,0.137101,0.046342,1.253967,0.099451,0.199708,1.023979,0.594445
AC006116.24,1.313974,0,1.162566,0.587863,3.329323,2.86548,1.892858,0.501973,3.33021,4.090967,2.643451,0.465066,0.701372,5.355212,1.202133,0,0,2.153479
AC006277.2,4.414672,0.211389,0.609554,3.351184,0.606655,1.707314,3.042424,0.838007,3.482105,0,3.539904,0.464655,0.468821,4.797415,1.007536,0.406726,1.149163,0.800572
AC006486.10,0.086706,1.180619,0.17285,0.579209,0,0.250631,0.074338,0.391522,0,0,1.037585,0.045063,0,0,0.098066,0.157536,0.625072,0.070341
AC006486.9,2.913068,0,7.030177,15.147068,16.698552,9.334531,23.864058,11.892485,0,40.290192,8.27844,22.465501,11.907985,19.49837,10.15731,12.947836,22.042331,22.837304
AC006548.28,0.002079,0.001488,0.007141,0.002791,0.001412,0.0045,0.003557,0.001169,0.007032,0,0.007447,0.001075,0,0.002823,0.010541,0.003755,0.013799,0.003364
AC006946.16,0.196288,0.046879,0.097449,0.218479,1.069385,0.378125,0.560689,0.258282,0.221312,0.029811,0.117385,0.033962,0.10337,0.799812,0.36967,0.296771,0.108786,0.176827
AC006978.6,2.825722,2.622946,1.260838,2.667585,2.613708,4.329902,1.713234,2.730038,4.637124,0.686138,2.889818,2.864414,2.54772,0.677319,1.509097,3.112171,4.988626,2.342596
AC006995.8,0,1.840255,0,0,0.293695,0,0.081548,0.483262,2.171044,0,0.056912,0,0.950234,0,0.214168,4.591513,1.442945,0
AC007000.12,0,0.093262,3.474991,6.956905,5.53608,6.024536,0.22837,2.806655,0.10978,42.561317,0.078048,4.092825,2.479795,0,2.773844,8.657571,1.314742,22.94053
AC007038.7,1.56071,0.310689,1.080313,0.926734,0.945536,1.065181,0.594705,0.685164,1.099735,0.909897,1.348861,0.360502,0.776837,1.943167,0.931623,0.827064,0.57699,0.867538
AC007041.2,0,0,1.093263,0.360575,0.245856,1.430731,0.308811,0.305517,0,0,0,0.281766,0.380117,0,0.204066,1.23214,0.899264,0.341076
AC007163.2,11.737062,15.466871,2.988682,4.880579,4.449502,5.519589,1.577171,3.166242,16.776237,0,1.101554,2.461166,0.489877,0,1.057586,5.198687,6.659425,4.497532
AC007191.4,0.497387,0.044544,0.308482,0.290637,0.25401,0.134733,1.01222,0.455733,0.578326,0.481469,0.334603,0.258121,0.037762,0.633341,0.351225,0.648464,0.344542,0.245005
AC007229.3,0,0,2.08084,0,0,0,0,3.526618,3.844486,5.780955,2.307008,0.821087,2.867714,0,0,1.08217,1.713322,1.254888
AC007238.1,3.477381,2.814405,1.516459,2.398651,2.142821,1.297532,1.732122,1.204293,1.327809,4.101304,1.88046,1.459692,1.420138,0,1.778111,1.684299,5.851481,1.457073
AC007246.3,0,1.531436,1.135327,0.566464,1.158009,0.681967,0.119512,0.336824,0.465476,0,1.000578,1.392777,0.039457,1.1066,0.613154,0.877155,0.345481,0
AC007256.5,14.083443,7.907674,6.120377,4.386287,6.317638,4.500099,11.837171,4.429645,5.611003,18.420133,9.070583,2.179269,4.635792,10.71382,2.410294,3.532309,3.114794,8.600967
AC007272.3,1.405452,0,0.999425,0.943574,0.648265,2.044364,0,0,1.583013,2.192343,0.565922,0.249185,0.250345,0.954692,0.269343,0,0.525245,0
AC007292.3,0.965596,0.307622,0.268356,0.430134,0.658643,0.232673,0,0.545498,0.453571,0,0.963402,0.502457,0.339513,0.801486,0.425079,0.683207,0.654837,0.87089
AC007318.5,17.465274,5.358687,7.514899,3.995843,7.099913,5.541305,6.328604,4.336961,3.623991,0.369165,3.943208,4.467679,8.477716,5.283244,5.788795,4.066052,23.65164,5.276518
AC007395.4,0.353128,0,0.184798,0.236706,0.729581,1.281588,0.609231,0,0,0,0,0.373006,0.563716,0.239852,0.201995,0.163326,1.578448,0
AC007566.10,52.403121,23.218433,15.877317,27.370729,34.688837,23.48103,22.263939,18.206022,13.277375,1.940096,33.409038,4.955439,2.198794,15.574662,12.588328,29.029486,14.914989,14.741427
AC007620.3,0,0.277996,0.05783,0,0.78601,0.280841,0.099031,0.260934,0.58558,0.105532,0.659908,0.180547,0.304489,0.078392,0,0.315197,0.064063,0.367132
AC007743.1,0.11856,0.389808,0.210796,0.363336,0.535102,0.393012,0.993336,0.204508,0.255608,0.082607,0.180743,0.063203,0.063662,0.246331,0.239042,0.752821,0.201,0.310381
AC007787.3,0,1.205618,0.221808,0.56237,0,0.304558,0.724181,0.47994,0,0.195479,0.252832,0.222252,0,0,0.240431,0.389461,0,0.800915
AC007952.5,0,0.216242,1.356642,1.125762,0,0.145378,1.034968,0,0,0,4.683692,0.353117,0,0,0.113807,0.045722,2.429828,0.462489
AC007969.5,0.659149,5.225065,2.913303,6.030631,2.297042,7.211598,3.434751,2.1324,0.690748,0,3.198559,6.723486,3.196913,0,5.742585,5.324346,2.228356,1.631522
AC008065.1,0,8.338325,5.217135,6.38387,11.121183,8.466616,1.834688,5.539943,7.079167,0,16.016297,1.724605,8.562367,2.134101,9.869019,8.1089,10.141182,4.363985
AC008079.10,0.034612,0.154894,0.029764,0.098166,0.123475,0.087429,0.214755,0.043874,0.043909,0,0.02067,0.031333,0.081856,0.070514,0.121924,0.066467,0.148426,0.340875
AC008746.12,0.250481,0.179829,0.385943,0.670705,0.687232,0.725998,0.862246,0.427121,0.211705,0.46211,0.150473,0,0,0.340238,0.713226,0.575201,0.139545,0.544397
AC008746.3,1.510602,0,0,0,0.697753,0.366439,0,0.868114,0,1.889435,0.608761,0.536807,0.269425,0.342033,0.289943,0,0.282553,0.551208
AC008850.3,1.934516,1.39896,0,0,7.50905,0,5.921089,1.1335,4.902159,0,1.181426,0,0,2.62787,0.567912,1.863552,0,1.072449
AC008982.2,0,0.40454,0,0,0,0.818383,2.434612,1.618153,1.897731,1.322313,0.680065,0.300475,0,0,0.648553,1.054238,0.947175,0.153984
AC009022.1,6.319957,2.610069,1.992455,17.082025,4.785821,11.249541,17.34888,3.693949,4.575337,0,30.292742,0.984466,5.388644,12.265901,4.590576,9.964151,5.634898,12.493146
AC009120.3,2.400894,0,0.325322,1.614866,0.41749,0,0,1.039202,0.506931,0,0.363686,0.643645,0,0.407722,0,0.564729,0,0.823641
AC009120.6,5.517018,22.537571,16.76727,16.75432,10.217263,7.12024,7.46649,7.328866,5.983178,0.172614,5.504602,8.45137,5.433295,6.058534,7.975846,11.206808,6.009951,10.601878
AC009133.12,0.15432,3.373918,2.951874,3.292256,0.736225,0.440347,2.836176,0.99749,1.82752,0.844479,0.276984,0.400794,0.483846,0.838425,0.440146,1.117989,5.68944,0.250344
AC009133.15,0,0,0.511435,0,0.994091,0.348244,0,1.648948,0,0,0.578461,1.528801,0,1.95118,0.826086,1.116733,0.268451,1.309231
AC009133.21,4.149688,0,0.736891,0.92856,5.102602,0.670593,0.797486,1.5869,1.558005,3.666244,5.568705,0.490266,0.492639,2.192395,0.794991,0.21485,0.51683,4.284951
AC009166.7,0,0.094536,0.032756,0,0.044928,0.238291,0,0,0.223148,0.03006,0,0,0.034743,0,0.074549,0.089773,0,0.053489
AC009237.8,2.180369,0.074379,0.308519,1.757742,1.342726,0.385471,0.409998,0.263328,0.746306,0.354483,1.197391,0.673107,0.382558,1.33969,0.410393,0.39993,1.426772,0.897575
AC009245.3,4.613991,0.306933,4.671278,0.254533,0.551369,0,0,0,0,0,0,0.521054,1.199236,0.609818,0,0.332246,0.20737,0.085009
AC009274.6,0,0,0.511526,0,0.6529,1.358818,1.619353,0,0,4.0047,2.262059,2.023105,0,0.629391,0,2.226292,2.104341,0.769749
AC009299.5,0,0,2.998123,0.746905,0.389706,1.594833,1.379978,1.551025,0,0,18.309673,1.679389,0,0,1.669783,2.020746,1.192892,9.035478
AC009336.19,0.835445,0.446011,2.429346,0.540703,0.181563,0,0.517632,1.79161,0.79926,0,2.00706,0,0.558456,0.101289,1.435555,0.897502,0.139532,2.416492
AC009403.2,0.211681,3.42581,24.682772,1.273253,3.047952,0.815089,1.09205,0.120121,0.894651,5.204998,0.88932,0.463545,2.204956,2.006791,3.588651,0.927401,0.91559,0.535962
AC009404.2,0.444897,0,0.089489,0.349669,0.081898,0.217213,0.206128,0.194106,0.289742,0.259602,0.071924,0.031207,0,0,0.169861,0.054539,0.066654,0.032503
AC009487.6,1.426264,4.241102,3.118676,2.365737,1.947385,2.516365,3.042587,2.023181,2.829992,1.448967,1.669147,1.254455,2.381361,3.543128,1.459692,3.111786,2.290641,1.818395
AC009506.1,0.133287,0.095569,0,0.08909,0,0,0,0.150764,0,0.183001,0.159683,0,0,0.181039,0.3021,0.060732,0,0.036091
AC009506.2,22.24666,15.082662,19.884936,13.291565,22.587628,9.13863,15.179727,11.949715,5.946448,13.310001,22.511229,6.179544,7.539716,12.155336,6.569214,14.890952,8.580039,13.643777
AC009948.5,1.105711,0.967063,0.191349,0.738902,1.959254,0.207777,0.657398,0.334823,1.199364,0.214496,0.965918,0.293641,0.38736,0.804037,0.85449,1.536024,0.222412,0.441736
AC009948.7,0,0,0,0,2.265038,1.194283,1.135287,0,0.55637,0,0,2.777838,2.450314,0,0.376231,2.584189,4.595322,0.358553
AC009961.3,0.374016,0.107201,0.148799,0.099924,0.05096,0.054046,0.256462,0.168802,1.334157,0.068206,0,0,0.078813,0.1524,1.39766,0.03395,0,0.020221
AC010150.1,0,0.388267,1.742071,3.261309,2.244807,2.355894,1.868684,0,2.732676,0,0,1.440238,0.288896,0,0.932941,0.252617,1.51443,0.73861
AC010547.9,0.189105,1.674486,0.117248,1.009601,1.358139,0.32206,0,0,0,0,2.364916,1.917552,0,0.526443,0.804627,0.832416,1.052235,0.597611
AC010642.1,9.023669,7.474642,7.250223,7.847792,7.584717,6.71212,3.382958,6.265067,3.936788,8.44311,6.59644,4.679431,3.623766,5.942657,6.675515,5.423809,4.850878,6.311423
AC010733.5,5.575752,0,0,5.911083,3.909291,1.748173,0,0.927117,0,0,6.787676,3.023552,0.43069,10.281295,1.39359,3.416959,0.450701,3.077554
AC010900.2,0,0,0.079244,0.209905,0.214556,0.113566,0,0.088866,0.265407,0.647565,0.188166,0.081925,0.165873,0,0.267106,0.143277,0.174438,0.042532
AC011242.6,0,1.978929,1.410596,0,2.361948,0.332846,0.592888,0.130477,0.194197,0,0,0,0,0,0.522903,0.316118,1.662988,0
AC011322.1,0,0,2.049156,11.346855,2.565987,6.325195,0,0,0.405516,26.753082,0,4.581444,1.454381,5.081735,2.84057,1.603556,6.929791,7.995259
AC011330.5,47.069065,58.732882,15.565387,90.063564,138.814204,86.985507,84.907196,33.988912,103.597807,64.396162,98.634065,38.331985,46.226942,54.796766,53.680782,45.538727,70.306909,79.006763
AC011477.2,4.935845,0,0.400961,1.739226,0.534755,0.376534,3.130586,0,0,9.471392,0,0.136428,0,0,0.148001,0,1.302871,1.058924
AC011737.2,100.832475,75.655268,71.218921,105.539439,88.165113,127.713991,52.878337,89.905255,141.824416,90.425125,83.765736,88.700537,77.769575,113.423575,92.462963,108.147405,66.275074,123.942985
AC011747.4,0.161632,0.028937,0.029847,0.080911,0.013735,0.087506,0.155661,0.034115,0,0.009178,0.036207,0.041835,0.084981,0.082323,0.011393,0.036545,0.055916,0.027267
AC011816.1,0.960097,3.109132,0.512941,0.967027,1.993742,0.349208,2.076701,0.551189,4.05516,0,0.580067,0.51104,1.539814,0.326089,0,0.895918,0.538394,1.706735
AC012065.1,0,0,0,0.361246,0,0.391432,0.465718,0,0.908096,0.2527,0,0.861405,0.287991,0,0,0.503626,3.01941,3.092488
AC012065.5,0,2.610069,0.498114,0,2.542572,2.646951,0,0,3.050225,0.866144,1.101554,0.492233,0,0.613295,0,0.433224,2.561317,5.247121
AC012066.1,12.632222,5.64265,15.155187,5.720429,18.801278,9.910569,1.766581,15.585675,8.077791,22.17914,6.78351,5.04524,6.355752,3.246486,6.441401,12.464633,4.958085,19.156877
AC012074.2,0,0.091518,0.064093,0.682507,0.087137,0.184609,0,0.144348,0.10792,0,0.152903,0.066503,0.067371,0.43344,0.144621,0.465117,0,0.172788
AC012314.8,0.043989,0,0.087016,0.646119,0.35918,0.063532,0.037677,0,0,0,0.552141,0.524477,0.185181,0.806573,0.397288,0.557857,0.438562,0.154454
AC012358.7,0.238201,0,0.488249,0.159431,0.326614,0.862831,0.614808,0.405968,0,0,0,0,0.126224,0.161778,0.406744,0,0.132657,0.064691
AC012358.8,0.188422,0,0.385305,0.716801,0.12893,0.378527,1.339198,0,0.462455,0,0,0.136634,0.428358,0.3839,0.359136,0.34001,1.469816,0
AC012531.25,0.490088,0.250826,0.278297,0.467593,0.810685,0.505802,0.780035,0.473876,0.355217,0,0,0.072701,0.147505,0.808292,0.197821,0.127063,0.038807,0.435247
AC013268.3,0,0,0.155493,0.101185,0.137676,0.08107,0,0,0.161934,0.744801,0.349662,0,0.193893,0,0.077076,0.050591,0.759041,0.354515
AC015849.15,0.101022,0.024118,0.814478,0.202314,0.160327,0.072939,0,0.018964,0,3.552106,0,0.087228,0.177133,0.228681,0,0.030482,0.149168,0.627378
AC015849.16,0,0.094704,0.081577,0.15447,0.112418,0.071601,0.113226,0.093079,0.167733,0.060118,0.13827,0.085625,0.017388,0.134693,0,0.029922,0.036608,0
AC016142.1,0,140.291202,42.5564,54.972977,74.028831,0,21.374936,86.54029,0,52.401694,0,23.116187,0,109.771931,0,0,43.023121,43.72601
AC016549.1,0.323852,1.005949,0.216036,0.288528,0.368181,0.624298,0.740778,1.463679,0.365096,0.147968,0,0.112351,0.569361,0.293248,0.366613,0.441935,0.119798,0.262884
AC016734.2,0.37032,0.798566,0.971947,2.482875,3.82812,2.688761,0.958728,3.173747,0.625798,0,8.701975,0.58737,3.549186,0,2.119893,0.514442,3.519232,8.883852
AC016735.2,0,0,0.149732,0.177551,0.060388,0,0.07596,0.164793,0.074912,0,0.053012,0.152277,0.140084,0.240666,0.738772,0.410092,0,0.222476
AC016739.2,7.463349,2.315412,3.541843,2.166936,3.77662,3.919266,2.802787,0.627107,9.910091,0,1.304845,11.127757,7.558431,0.724171,2.513468,2.065937,9.721091,1.777978
AC016747.3,0.148843,0.47994,0,0.099413,0.219577,0.268846,0.510301,0.125953,0.18879,0.101785,0.044515,0.193248,0.039205,0.252703,0.378572,0.575625,0.082511,0.234374
AC016894.1,46.825444,11.649522,0,6.368115,1.913327,0,0,3.174569,0,0,0,2.96749,11.015755,0,3.978089,6.566293,3.833732,13.101685
AC017002.2,0,0.359142,0,1.339485,0.34312,0.543717,0.645755,3.12769,0.84561,0,0.300513,0,0.132598,0.169876,0.427317,1.493348,0.557374,0.203855
AC017028.10,28.452403,19.268119,0,11.132571,26.584918,27.217033,50.534086,21.992305,17.268077,38.059051,40.311468,3.422636,4.503589,8.285135,8.564796,12.218315,16.462208,34.551277
AC017035.2,0.562238,2.016868,0,0.250711,0.897643,0.135658,0.805259,0.212477,0.158427,0,0,0.489964,0.198259,0,0.106441,0.171416,0.208446,0.152473
AC017081.1,29.201989,8.332762,19.345529,19.692024,44.050437,22.55478,20.290541,20.705205,15.358701,38.184887,44.860371,6.080466,7.597717,34.421898,14.348515,24.814589,8.867274,21.743741
AC017116.11,53.580981,65.651447,26.262585,45.048084,29.190308,22.867922,3.500827,24.033497,26.540269,5.403062,27.411287,35.532931,23.209645,15.859724,18.306788,16.18347,19.977496,24.86558
AC018442.1,0.186146,0,0.092879,0.062179,0.317256,0.470861,0,0.472935,0,0,0.334185,0.09678,0.147189,0,0,0.253765,0.671092,0.125866
AC018462.3,3.659477,0,0,9.883434,20.024386,16.299138,16.284592,2.437252,13.363375,48.960071,0,20.898939,0,0,7.605072,18.182482,7.823132,40.303824
AC018463.4,0,0.172511,0,0.737432,0,0.17246,0,0.418761,0,0.109623,0.143337,0.260818,0.901107,0.16156,0.788119,0,2.651134,0.062752
AC018766.4,17.664952,10.650514,21.672267,41.994896,22.470061,10.765865,0.413048,11.510482,18.552035,0,12.114125,21.343093,7.401096,8.107726,8.512436,15.367478,22.755189,11.097681
AC018804.6,0,0,1.759239,1.931484,0,0,0.692356,3.494154,0,0.373482,7.009829,0.450853,6.581602,0,1.761499,0,3.37441,0
AC018804.7,0,0,0.042443,5.873707,0.696678,0.691112,0,0.336554,0.864366,0,1.936776,0.442686,2.744999,6.768617,1.442227,1.238065,1.310989,0.9905
AC018816.3,15.090288,0,9.813653,5.659374,15.781894,1.621417,2.057182,0.691465,0,0,0,0,1.281257,0,0,1.62148,14.106465,0
AC019097.7,0,1.362607,0.986027,3.176917,1.086935,0.917244,1.36229,0,0,0,4.755276,0.666321,2.35179,4.079421,0,1.023681,1.058634,0.172085
AC019181.3,0,0.978177,0.747055,1.833325,2.892317,0,0,2.399418,2.28059,0,0.828427,4.485911,0.740037,0,0,1.985519,0,3.017731
AC020951.1,0.334873,0.419962,0.125102,0.391459,0.684634,0.302477,0.430628,0.188991,0.566317,0.458279,0.100176,0.043502,0.088234,0.568546,0.236685,0.684344,0.603481,0.249008
AC022007.5,0.252709,0.719371,0.634298,2.001194,8.891683,0.274107,0.742735,1.386755,1.605967,0.115602,0.821158,6.779792,7.424206,5.404354,1.419346,2.004774,0.350736,0.263133
AC022819.3,0.046915,0.134427,0.13928,0.031324,0.191558,0.135522,0.20093,0.105743,0.158695,0.064049,0.056087,0.072973,0.09876,0.191161,0.132427,0.085012,0.051975,0.126724
AC024560.3,20.82135,25.103824,31.475885,30.57094,40.86042,28.231133,36.432977,16.50807,14.015695,27.858652,23.035189,35.369493,22.021272,27.556505,35.865832,35.251613,21.18907,26.742863
AC024592.12,0,14.28589,0.83598,0.288774,1.466216,2.796844,0,6.47195,3.242507,0,0.620986,0.511321,0.997392,15.997753,0.073742,0,0.697136,51.019674
AC025048.1,22.860584,6.756032,27.918524,1.970878,2.444842,4.271836,8.642688,15.551383,0,0.276378,14.911901,2.198092,6.291655,22.297436,1.354974,5.509778,2.307881,8.36173
AC025171.1,0.191863,0.343782,0.83488,0.79128,0.536768,0.27734,0.066895,0.554101,0,0,0.202388,0.09977,0.050575,0.114629,0.162814,0.112519,0.67263,0.150106
AC025335.1,0.074516,0.427159,0.704049,0.945634,0.609167,0.376866,0.383215,0.084076,0.504084,0,0.445724,0.386992,0.235529,0.303632,0.800232,0.405833,0.165234,0.423018
AC026150.6,0,0,0.728069,1.560886,8.350448,2.728584,5.090133,6.612688,2.579972,0,17.010556,10.133057,1.708761,2.926189,6.841964,3.282294,10.879852,11.292563
AC026150.8,3.045564,0.968056,0.351506,1.487819,0.988265,0.488813,1.742584,0.795799,1.13843,0,1.013836,0.198678,0.525474,0,0.654231,0.677316,0.233611,0.36397
AC026271.5,5.698932,10.310343,13.609375,10.425741,4.406085,12.365681,8.627349,5.517114,3.550104,12.643004,7.549318,6.962719,11.284983,13.851826,9.010063,4.651447,7.813285,12.879023
AC027612.1,0,0,2.675489,0.270464,0.830348,0.439818,0,1.282882,0,3.90321,0.970329,0,0.106977,0.549138,0.229758,0.462678,1.237062,0.822621
AC027612.6,2.575634,3.09802,2.705491,7.371638,3.743797,6.940529,4.956937,6.200492,3.978653,0.166402,0.937036,1.954223,1.439331,5.804281,5.003351,3.522454,0.446217,2.463549
