,BOB12371,BOB12540,BOB16124,BOB17103,BOB17481,BOB18762,BOB20101,BOB20533,BOB20722,BOB21170,BOB21321,BOB21695,BOB23664,BOB23984,BOB25183,BOB26804,BOB27302,BOB28258
RPL29P24,2.577557,0.464463,0.701509,0.433706,2.245027,0.47011,1.67891,0.372599,0,0,0,0.346405,0.69312,0,0,0,0.36305,0.885368
RPL3,681.316525,815.993779,1222.274543,1156.819977,1126.101843,1345.917935,803.143541,704.393154,1581.748129,961.431328,996.690342,1665.29555,1315.666991,1013.357557,1842.411925,1477.789835,846.508724,1589.102457
RPL30,935.068229,832.635187,1248.549712,1068.377114,758.728726,1109.216756,1102.216298,702.377786,1370.642224,1063.992153,833.03493,709.292232,1284.526297,1110.918085,1137.39138,1180.293047,866.485538,815.332004
RPL31,1837.525287,1545.389204,2119.209763,2265.980721,2161.999415,2294.038259,1788.102644,1672.948564,2606.833381,3156.274747,2403.462149,1765.037911,2126.513192,2904.398905,2739.827005,2863.920914,1533.384673,2164.436363
RPL32,4785.806737,3690.273528,5174.180267,5558.847092,4597.107072,6168.036471,3530.369571,3882.218632,7116.638612,4882.739027,4389.264026,4216.07316,4720.53408,5937.701484,6609.513271,6745.483564,3079.292849,5361.216258
RPL32P1,0,1.657019,1.679803,1.032076,3.215312,1.678697,1.332957,2.223988,5.81706,0,0.465492,0.414278,4.960126,0,0.445718,2.548199,0.865264,0.844054
RPL32P29,4.604249,1.148424,2.09288,3.582567,2.418761,4.286517,0,1.584701,1.913424,0,2.730784,1.221802,0,2.850406,0.87077,2.208755,2.445619,3.538439
RPL32P3,2.820422,5.055225,16.065974,28.94321,27.266934,16.230006,2.420778,15.940164,8.967583,0.618439,9.948738,9.170503,3.331949,4.793579,15.446633,7.638955,16.794039,18.934756
RPL34,937.172612,914.179991,1022.26728,1055.440776,794.724703,1166.013393,981.744415,666.333815,1610.105967,974.561266,858.080959,715.304693,1306.972555,1487.500738,1198.03905,1265.326718,660.150377,819.272576
RPL34P18,0,0.731811,0,3.423148,3.575468,3.714102,0,2.374796,2.563489,0,2.473142,1.108593,1.65198,2.748071,1.189717,1.953824,1.151159,0.842097
RPL34P6,0,0,0,1.444624,2.265972,3.919266,6.539836,0.627107,0,0,1.304845,2.342686,0.581418,0,1.256734,1.549453,0.607571,0.592659
RPL35,554.958562,529.497747,897.779352,802.566976,799.635671,857.754943,454.63887,709.214638,904.265468,587.955961,556.487997,999.641811,674.99532,755.196073,1291.340335,971.162364,386.598073,651.40112
RPL35A,1045.01112,829.592465,1583.020284,986.155838,805.257852,1172.611014,1109.524688,694.109312,1450.956111,1563.647808,988.165297,724.779785,1338.403671,1465.573401,1180.050287,1371.237442,692.098189,888.75964
RPL36,367.349764,292.331812,581.166748,472.940047,472.303971,545.573697,325.402971,378.520173,551.726599,489.360926,323.834771,751.090545,463.603048,455.632103,827.849733,622.82246,258.220644,380.786297
RPL36A,1357.379154,1080.502321,1337.566817,1014.724033,929.086404,1154.237847,1227.711452,905.538983,1328.62384,2164.060875,1126.684685,876.609385,1796.275483,1259.288559,1243.104268,1255.056052,751.340632,1192.934685
RPL36A-HNRNPH2,0,0,4.814723,36.302727,9.825157,0,0,1.491396,12.238017,35.470274,13.426965,14.812346,34.961073,0,23.68861,8.655894,19.690306,14.769645
RPL36AL,78.729269,69.692804,77.901208,77.661093,73.092958,69.91841,57.695551,62.527061,101.106011,59.8499,73.471447,72.003152,81.349209,77.892594,90.254166,86.618352,57.598904,79.289664
RPL36AP33,5.391387,5.869062,0.747055,2.749988,2.892317,1.990828,0,2.399418,3.420885,0,2.48528,0,1.480074,3.662193,1.603634,3.971039,0.772617,3.017731
RPL36AP40,6.224654,0,2.070504,4.228154,0.887621,0.917977,0,2.209605,0,18.150639,3.820513,0.688523,0,0,0,0,6.409958,10.777159
RPL36AP43,48.253189,10.009736,24.455076,45.027715,37.511414,26.487381,21.864151,3.275403,26.833193,75.323989,11.021733,20.670186,15.908195,22.478708,6.566975,6.778976,16.607291,7.722662
RPL37,881.994436,903.902551,952.003491,1114.095518,978.233317,1235.059121,967.07491,1085.100426,1479.366076,1154.194939,929.404771,890.826416,1479.279492,1445.397602,1423.199564,1473.838461,688.172071,1064.469614
RPL37A,1762.723454,1881.981479,2839.680232,2083.939503,1988.050744,2242.638292,2291.262716,1391.130395,2872.909555,2595.439441,1794.134611,2217.170119,3017.304337,2046.052092,3183.788227,2637.444997,1428.559462,2428.646628
RPL38,389.48196,399.257689,406.995211,373.119855,341.491225,408.906692,421.382384,304.733365,567.134329,546.161446,406.828859,211.266568,753.172086,655.105737,414.806098,488.994491,236.265049,402.254812
RPL39,966.769944,927.530073,932.243855,1343.570064,792.534686,1232.974202,768.258399,800.238633,1622.414611,1116.732727,841.412038,686.514851,1567.292138,1353.869354,1359.400584,1345.880622,738.404561,817.339615
RPL39L,1.218243,3.467802,2.36991,1.65238,3.580603,1.987953,0.262425,1.060196,1.881374,0,1.66934,1.569717,6.147473,2.895961,2.955405,1.825123,4.301176,0.662954
RPL39P5,1.308028,0,0,3.521937,0.455888,0,0,0,3.151111,0,0,0.351783,0.703683,2.221367,1.196321,4.208828,0,0.539301
RPL3P2,0,2.21131,0.955626,1.8833,1.756614,1.61117,2.206802,0.77671,2.461297,11.55093,1.437609,3.439808,2.281143,0.821676,1.632202,2.197573,1.889186,4.255431
RPL3P4,65.905337,80.460859,198.647831,155.479207,125.559714,144.981296,115.945513,60.509599,245.626571,78.146928,111.452413,164.383791,136.315814,95.782097,179.375786,147.725078,84.229119,277.932542
RPL3P7,0.848841,0.121775,0,0.227056,0.348246,0.122851,0.14583,0.384656,0,0,0,0.177346,0.08974,0,0.192694,0.155092,0.47182,0
RPL4,2220.922734,1538.267028,1661.976834,2036.814367,1648.221101,2296.653939,1197.494681,1428.963317,2259.588855,2595.050245,1871.273525,1170.738189,2435.143272,2529.976913,2127.437582,2000.307848,1161.290391,2406.48876
RPL41,3356.400135,2757.786681,2932.919164,3964.25453,4296.36545,4390.826818,3831.915516,2499.825733,4991.489291,1494.22699,2347.90585,4468.330354,4089.449448,3476.696539,5039.377708,3846.155192,2543.927671,4099.52648
RPL41P2,0,4.36101,0.858232,8.297019,3.379005,5.441348,19.371758,3.129646,2.596081,0.294038,11.284442,9.622638,4.851363,0.841181,4.843957,6.609479,8.35478,1.717452
RPL4P4,48.347267,64.793227,32.640182,50.033107,56.046611,73.548223,52.217427,29.166377,66.701232,56.485481,42.835724,39.158872,53.18485,90.486617,66.709688,60.86933,33.903186,48.759878
RPL4P6,0.155852,2.906171,0.707963,3.647104,3.19526,3.157111,1.070662,3.970283,3.030437,3.071642,1.961606,0.894693,1.317475,1.587676,3.359063,9.459267,1.991678,2.280295
RPL5,893.008731,891.248717,1061.771565,966.681716,823.275976,1251.929924,751.601171,634.089261,1433.271576,962.027337,723.513407,667.979231,1259.27906,1090.828113,1081.464921,1150.992804,563.650035,874.199203
RPL5P1,0,0,0.252009,0,0.336798,0.177918,0,0.418638,3.528296,7.585758,0.442494,0.906919,1.431724,0,1.258308,1.014673,1.504612,1.20065
RPL5P14,0.2512,0,0,0.504478,0.344612,0.182023,0,1.142295,0.212313,0.115865,0.603632,0,0.133175,0,0.572237,1.269139,0.139948,0.068246
RPL5P18,0,0,0.88593,0.990405,1.014707,0.357347,1.061001,0.700713,0.833696,7.732045,1.33313,0.7764,0.261424,1.674804,0.280819,0,0,0.468908
RPL5P30,0.246597,0,0.759368,2.310946,1.183825,1.608059,0.2122,0.140143,1.875817,2.160424,0.296251,0.3882,2.091392,0.334961,0.280819,0.792584,0.686827,0.602882
RPL5P34,1.726178,1.947357,1.139627,3.651082,2.198533,3.216119,4.018001,2.802851,5.210602,0.113707,6.517523,1.941,2.744952,2.120775,3.229421,2.377751,0.961434,2.344151
RPL5P4,6.953732,4.992195,5.609486,3.803791,4.598913,6.837983,6.211643,1.976071,4.198055,3.550339,7.608359,3.388644,2.106372,2.361374,2.40409,3.079178,4.427118,3.643153
RPL6,368.836748,378.246082,574.179978,521.697651,579.819617,703.141647,442.966357,434.500801,702.45449,387.331486,424.558437,442.396275,669.979513,598.983298,728.73234,698.218748,279.830296,470.185488
RPL6P27,29.604114,28.826313,48.794924,35.964726,35.373395,38.640482,25.800979,27.529338,58.189288,34.893863,34.199388,32.012024,48.518644,43.522496,47.125571,47.339889,18.386091,29.659705
RPL7,1074.460925,1081.180797,1637.71326,1197.632964,1027.026369,1614.006572,937.663426,899.769518,1590.732996,1632.973943,1059.058178,761.301777,1976.172369,1319.506288,1322.150486,1376.52602,777.929548,1153.8326
RPL7A,435.360621,522.559163,800.29912,869.147054,718.996916,898.743987,462.815894,543.541039,902.796622,586.296086,618.718976,1008.403387,868.856816,494.743752,1240.939145,892.686579,485.804879,791.020245
RPL7AP26,0,1.193799,0.572007,5.194953,0,1.606795,1.192912,0,1.873243,2.560273,0.166552,1.019587,0.882141,1.505404,0,0,1.081287,1.205252
RPL7AP30,0,0,0.735834,0,0.391123,0.412867,0,0.162078,0,0,0,0.149808,0.299483,1.547069,0.324778,0.917531,0.635114,0.309719
RPL7AP6,5.931082,6.135347,11.473208,5.880758,7.626278,11.337345,3.562878,4.90158,8.343898,0.130541,5.433612,13.05625,7.772535,6.394841,12.285918,12.195096,3.525093,6.263848
RPL7AP60,2.570949,2.667057,2.215084,3.634933,2.550698,3.52089,1.230166,2.276596,3.862651,0,1.374044,1.803038,1.667961,0.970077,2.932668,3.550832,1.752315,2.874332
RPL7AP66,0,1.166608,4.564299,2.57315,0.512397,0.527271,0.572104,0,1.194879,0,0,1.229054,1.849792,1.345588,2.045691,1.451167,1.028252,0.113344
RPL7L1,50.166926,41.348073,62.046776,54.147527,49.831998,39.924363,38.006832,24.96854,46.018347,58.864568,56.595011,36.968131,58.925804,61.540631,39.480372,41.208296,52.528345,43.781595
RPL7L1P12,0,0.918394,1.163697,0.642377,2.197998,0.695513,2.203732,1.639726,1.890431,0,0.576937,0.168442,0.849239,0.434121,0.547624,0.589881,1.070345,1.304911
RPL7L1P2,0.627702,0,1.141635,5.677241,5.395209,3.870161,0.811465,1.788786,2.917419,0,1.510682,1.157535,2.835016,3.623807,2.150662,16.937827,6.480975,1.025036
RPL7L1P3,2.413434,0.247759,3.422969,2.541905,3.323089,2.752421,3.865616,4.5257,2.621999,3.840474,2.491249,0.727998,1.650645,4.917731,2.957196,4.621778,3.274088,1.878402
RPL7L1P9,0,5.576419,0.161255,1.24812,6.617939,2.477411,5.351732,6.900966,1.311986,11.071445,7.285563,1.799245,0.49491,0,2.304735,1.288743,1.906074,3.971583
RPL7P1,35.423435,28.164112,65.458452,39.915506,31.24021,70.059645,32.685546,18.457452,58.528971,59.336491,26.135988,22.940057,58.950312,42.107232,40.830291,50.107266,27.193224,34.195406
RPL7P14,2.814558,1.797254,0.649897,1.047567,2.3653,1.814706,1.617084,0.534691,0.264272,0,0,2.141876,0.332326,0.637208,0.535717,2.740549,1.047178,1.021338
RPL7P18,0,0.682541,0.987916,0,0.653356,0.459457,0,0.9026,0,0,0.952791,0,0,0,0.542599,0.876639,0.353523,1.292997
RPL7P19,0,0,4.864882,0,0.276596,0.291208,1.038534,1.376049,0,0,12.811067,0.424678,0.427362,0,0,5.022475,0.897136,0.109377
RPL7P21,1.543315,0.554761,0.406149,0,1.330332,0,1.998497,0,0,1.616087,0.93027,0,0.205556,1.048303,0.221021,0.536572,0.863135,0.736614
RPL7P23,6.736689,4.921665,1.641347,4.190833,6.172366,4.580866,6.577317,3.176422,9.455306,15.686518,2.706514,2.33375,5.38263,5.917402,5.521652,3.584849,3.955633,3.983705
RPL7P24,0.306697,0.440623,0,0.61637,1.264981,0.444882,0,1.397979,0,1.561825,1.291494,0.323046,0.325846,0,0.175083,0.141399,0.342269,1.836022
RPL7P4,1.595012,0,0,0,0.658182,0,0.824882,1.272985,1.347847,5.764272,0.383918,0.168128,0.847673,0,0.182204,0.441587,2.314813,0
RPL7P46,2.819599,8.552301,3.092855,3.358155,4.739177,3.635946,5.130005,2.3212,9.795573,13.20406,13.760096,2.806026,2.996331,1.311797,4.114619,4.913104,6.644109,2.984285
RPL7P49,0.66466,1.193923,0,1.78164,0.914734,0.723415,2.865388,0.568694,1.123302,2.619962,0.800194,0.175297,1.060227,0,0.75971,0.613952,0.371151,0.995477
RPL7P7,5.368277,8.196803,8.926887,14.615238,17.317912,15.094759,11.283007,7.082132,14.742858,5.13568,18.380447,7.965588,9.813097,8.659736,4.794384,11.004564,7.494887,6.304819
RPL7P9,62.973702,38.888302,76.734102,37.791899,33.839319,52.893376,19.503162,33.88281,48.095125,46.581445,37.72543,28.843872,75.580315,48.8269,44.095409,49.246219,38.56957,52.472223
RPL8,659.658437,707.675185,1309.634661,1268.348314,867.807586,1072.411942,774.084513,675.813759,1373.659438,999.577187,1153.634984,1310.438683,1323.190365,814.870706,1602.626242,1245.228509,854.588834,1159.380211
RPL9,3284.287468,2940.833886,2927.923765,4229.859924,2496.557965,3610.223384,2252.095563,1754.707242,5530.655031,4390.162825,3053.644165,2546.134101,3192.831803,5777.543536,3534.768681,4906.705887,2772.597717,4125.107051
RPL9P16,2.723415,0.979643,1.207828,0,2.197006,0.330036,2.747288,0.260285,2.684124,0.848813,0.548103,1.206056,0.484843,0.924968,0.52158,2.325415,0.76302,0.620202
RPL9P25,30.373516,12.593994,17.691281,0,6.015216,10.641722,28.917723,1.678185,0,0,13.284492,2.600765,3.054818,1.794058,5.437376,3.003961,5.932926,0
RPL9P3,12.450823,7.037295,0,3.879719,3.073629,9.698337,28.83041,4.078223,14.274978,0,8.321057,2.597905,11.395876,1.208204,1.787687,7.037005,5.729361,7.653608
RPL9P7,57.653516,117.713211,5.253516,50.580427,49.824088,58.247847,74.91632,15.653956,54.937419,195.47478,38.053491,23.792412,53.119075,55.566125,30.411554,47.767763,37.132042,23.777332
RPLP0,727.891227,1034.430448,1004.975061,1482.9696,1208.353853,1297.394594,719.255871,987.006527,1389.947732,1138.21683,1017.174853,1746.757456,1893.66792,886.266913,2103.492337,1471.90002,1213.215455,1550.456853
RPLP0P2,8.999244,3.881345,0.803055,1.802376,2.168231,1.151545,1.73737,5.742513,0.353934,0,5.794192,2.127927,0.961133,0.035529,2.182207,0.102902,0.749693,2.930519
RPLP0P6,13.588847,15.217323,20.302095,30.241483,29.165173,13.963156,25.855504,25.06439,22.977927,14.809493,15.526862,39.94941,54.988616,20.611839,42.916291,30.409934,21.317568,28.5857
RPLP1,243.313162,221.06297,230.478044,326.542203,257.4657,257.223725,256.423477,168.176829,350.50686,394.626744,351.912908,514.255502,455.105334,249.559061,447.441169,285.583118,311.453566,320.863561
RPLP2,574.615738,771.779022,846.105473,581.89547,729.412317,627.442392,669.660817,490.039685,821.86158,955.190259,639.639197,673.692781,949.313845,678.293844,894.436093,1025.58266,576.479851,1083.983313
RPN1,148.530191,129.741676,161.190797,131.642162,124.930568,133.489805,130.87071,112.077471,116.148119,114.952037,116.639849,161.315829,161.274627,121.521019,137.139694,100.955248,110.76774,97.471428
RPN2,275.062826,159.492508,502.320659,346.248984,357.821311,398.661804,309.538935,274.626444,189.133214,409.376687,299.760776,648.967453,464.892271,423.611312,316.481463,181.171743,185.057508,326.096552
RPP14,25.054569,9.359513,23.341058,19.456655,16.89984,21.708667,22.762106,14.442562,19.083719,26.946269,19.256701,14.38052,13.339326,8.206936,12.132277,15.134277,9.010273,19.954732
RPP21,0.667451,9.014602,16.76469,8.228126,10.765987,5.959595,15.056113,8.861117,10.880024,1.955016,13.632869,15.178859,12.594409,16.347768,14.252503,19.715212,9.831708,11.41333
RPP25,0.610024,0.43705,0.453912,0.407371,0.415359,0.176258,0.47043,0.30955,0.722191,0.361221,0.328292,0.506485,0.738764,0.66284,0.654727,0.331931,0.777498,0.642885
RPP25L,0.247644,0.177786,1.073987,2.82767,1.698432,0.179435,1.704853,0.562976,3.139632,0,0.743792,3.898736,1.181449,0,3.243284,1.592014,3.310871,2.845757
RPP30,23.536697,20.443807,38.107148,12.441518,24.099286,17.308841,24.832658,22.53021,21.236005,16.558914,17.743373,9.654046,13.954681,28.229579,15.519206,21.110916,10.506277,14.530346
RPP38,10.30957,2.071457,12.120852,8.31726,8.671454,5.971901,6.254412,4.445155,13.943385,10.145887,19.673723,6.729228,15.098635,8.529202,10.942731,12.532894,8.719248,7.459699
RPP40,1.016577,7.643422,5.978874,3.903661,4.120469,4.187443,9.046454,3.116907,10.031016,5.231866,6.58541,3.480297,5.254513,26.676374,5.870366,7.717084,2.114624,4.679463
RPPH1,0.489768,0.350403,3.134405,3.770391,0.720674,4.494212,0.419523,3.503781,2.83566,0,3.034469,4.415445,3.273913,1.108509,1.244563,2.81597,3.445636,1.989013
RPRD1A,30.569521,28.245915,50.419491,47.020131,38.893195,42.025141,32.197583,24.127839,28.832298,36.547443,39.70754,36.376381,44.648715,61.588276,31.93003,39.865904,35.516392,32.512123
RPRD1B,18.242907,14.627756,26.869141,15.803089,18.903674,15.9228,9.265615,15.299901,20.950846,2.697812,18.503447,14.370237,11.991039,20.758951,16.68627,14.644539,18.701804,26.743603
RPRD2,37.631968,21.217235,39.200397,31.228482,38.560214,37.003919,31.748012,25.869088,36.35838,39.302347,30.671613,23.029675,28.571827,34.136018,30.724689,36.588059,25.881502,29.641563
RPRM,0,0.291828,0.613979,0.090682,0.09264,0,0.349331,0.153469,0.229396,0,0.162541,0,0.501372,1.197747,0.07688,0,0,0.220422
RPS10,655.267358,802.794384,1286.164591,1005.214318,798.919674,913.572225,851.744459,534.71913,1379.579728,778.349903,702.608193,1358.238345,1183.645078,905.260028,1433.422136,927.475768,723.516127,977.584137
RPS10-NUDT3,58.37528,36.726591,46.831103,35.902843,54.424072,48.634187,38.774086,40.754145,53.190955,19.070646,23.534404,28.828278,39.967316,30.596323,50.535851,37.38026,40.940041,39.792472
RPS10P2,2.799597,2.82268,1.51122,3.763892,5.832308,1.631478,3.397406,1.290282,0,5.535359,1.016791,1.796895,3.902778,1.521314,2.262492,2.626833,1.88819,1.074381
RPS10P28,0,0,0.596322,1.85798,2.6866,0,0,0.636793,0,0,0.669186,0.295572,2.370758,0,0.319031,0.518477,0.931984,0.757568
RPS11,3696.610262,3201.078605,3349.908549,3954.429179,3372.071683,3976.736756,2611.338589,2887.189256,4746.862075,5390.019388,3806.031999,3132.573762,4236.829097,3610.706225,4648.310886,4219.53176,2513.564771,3756.848255
RPS12,322.781296,408.22421,381.255868,438.510332,299.102369,485.553877,292.680273,285.097829,583.986474,397.689031,319.057734,443.735599,653.767834,564.438843,573.355217,521.120614,367.716753,347.998536
RPS12P26,0,4.708024,0.448346,4.399964,1.143654,5.367849,0.710522,0,0.688351,0,7.444309,0.884744,5.732684,11.073037,1.426983,3.111441,3.229645,0.900148
RPS12P5,3.687007,1.998938,2.035082,0.623006,3.246823,4.054851,0.805373,4.852461,0,2.212711,2.250045,0.503005,2.001703,0,2.701279,10.627234,0.523264,2.296916
RPS13,324.796543,284.172975,262.995955,260.384776,276.600029,389.287597,285.370148,248.869874,435.939284,359.653914,332.679275,210.852337,407.697915,418.210154,312.957101,349.96705,157.558018,265.875959
RPS14,584.959916,631.373622,671.755437,855.370848,678.222485,907.642042,720.51825,445.419374,1190.550448,1213.836128,775.871791,1066.398762,1104.960517,975.353739,1273.3184,985.690203,862.803716,1110.105655
RPS15,555.80959,491.961124,772.217343,1013.474715,675.036142,789.657731,576.110625,492.085762,834.152318,665.293603,560.641187,1108.480743,707.810771,572.759662,1218.926853,892.789389,463.206821,747.32454
RPS15A,1362.201204,1341.810751,1113.668486,1852.642985,1023.130733,1691.662667,1262.280623,854.137415,2244.201572,1662.959629,1123.979416,1057.622202,1806.512824,1601.921642,1776.922797,1575.584791,901.221304,1173.705367
RPS15AP10,12.202227,18.260741,10.567957,8.829976,16.547834,16.599703,3.803546,9.666735,17.667116,9.60168,21.785778,8.539964,10.866045,13.617494,5.608363,7.512951,8.893669,8.434879
RPS15AP6,12.882261,4.963091,4.731442,4.639539,4.225201,5.660651,7.493779,4.008476,4.352126,9.044532,7.851659,0.934383,1.861264,9.917824,2.510578,0.821911,2.433442,7.359316
RPS16,402.319026,379.367091,528.856556,542.30953,552.654731,596.2838,432.275031,424.375683,713.466316,538.547298,473.359848,724.618948,875.954353,429.470311,866.786837,693.98377,377.786521,576.257406
RPS16P5,0,0,2.158294,2.120278,0.550737,1.149601,2.054032,4.11425,3.318546,0.374817,2.39103,1.703551,0.849493,3.203115,2.74852,4.117344,1.333549,1.084051
RPS17,5982.328919,5350.454798,6565.724662,6981.299488,5936.543852,6852.072777,6632.667639,4335.069573,10160.22901,7364.833255,5855.632551,5612.811169,9085.064103,8078.732662,7311.844885,7671.582031,3434.83105,5765.941902
RPS18,1319.942386,1589.116092,2147.766689,2012.670615,1848.157271,2293.735487,1486.526539,1082.29863,2842.387534,2284.774886,1632.188154,2286.08815,2516.298227,2181.615146,3132.158334,2535.402791,1578.968397,1924.79533
RPS18P13,0,0,0,3.888916,0.894636,0.468368,0.557555,0,2.16884,0,0,0.690174,1.381049,0,1.487772,0,0.361696,0.705652
RPS18P9,2.512908,12.22394,1.365912,12.681549,7.436693,7.330784,8.181007,9.437786,4.774923,33.84972,12.569743,10.796309,3.714372,5.120895,7.274284,7.106237,3.891496,1.898039
RPS19,245.916628,412.920054,760.513279,681.652351,578.50589,721.306014,425.582825,410.563415,761.425521,367.175898,544.22384,825.43583,860.762881,441.434854,1087.006829,779.529486,575.620524,670.040866
RPS19BP1,10.85686,5.422222,8.068059,6.69518,10.158998,7.801953,3.323122,7.845414,12.193642,9.426758,9.467301,17.797296,12.959988,9.747375,10.974385,6.374874,6.381562,19.391713
RPS19P3,2.022425,0.972101,0,1.815722,1.410877,3.444465,0.585877,3.902916,1.70794,2.875538,1.227563,1.815189,0.362929,0,0.782162,4.462174,0,4.820416
RPS2,121.411024,156.03518,339.623364,294.498617,322.713044,397.307963,200.2707,203.216015,387.134982,122.043387,158.644372,598.487729,355.912339,149.560767,559.758907,347.300397,271.26767,343.842268
RPS20,1289.861245,1255.288597,2091.542246,1193.383808,1198.615543,1395.086857,1469.77171,1154.786043,2109.517874,1918.026032,1474.794328,1000.230421,1706.900278,1864.624728,1638.149743,1823.371038,775.474454,1842.178822
